group,f1
passed,0.5951417004048583
passed,0.3522267206477733
passed,0.3522267206477733
passed,0.5101214574898786
passed,0.3522267206477733
passed,0.5951417004048583
passed,0.5951417004048583
passed,0.4372469635627531
passed,0.5951417004048583
passed,0.3522267206477733
passed,0.5101214574898786
passed,0.3522267206477733
passed,0.5101214574898786
passed,0.3522267206477733
passed,0.5101214574898786
passed,0.5951417004048583
passed,0.5951417004048583
passed,0.5101214574898786
passed,0.5951417004048583
passed,0.680161943319838
passed,0.5101214574898786
passed,0.5789473684210527
passed,0.5101214574898786
passed,0.7449392712550607
passed,0.5101214574898786
passed,0.5951417004048583
passed,0.5101214574898786
passed,0.5951417004048583
passed,0.5951417004048583
passed,0.5951417004048583
passed,0.5101214574898786
passed,0.5101214574898786
passed,0.7449392712550607
passed,0.5101214574898786
passed,0.5101214574898786
passed,0.388646288209607
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.388646288209607
passed,0.388646288209607
passed,0.6593886462882096
passed,0.388646288209607
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.27510917030567683
passed,0.8122270742358079
passed,0.8122270742358079
passed,0.8122270742358079
passed,0.8122270742358079
passed,0.834061135371179
passed,0.13100436681222707
passed,0.611353711790393
passed,0.834061135371179
passed,0.7030567685589519
passed,0.13100436681222707
passed,0.8122270742358079
passed,0.8122270742358079
passed,0.8122270742358079
passed,0.8034934497816594
passed,0.8122270742358079
passed,0.8122270742358079
passed,0.834061135371179
passed,0.7030567685589519
passed,0.13100436681222707
passed,0.7030567685589519
passed,0.30357142857142855
passed,0.32589285714285715
passed,0.32142857142857145
passed,0.32589285714285715
passed,0.32589285714285715
passed,0.30357142857142855
passed,0.30357142857142855
passed,0.5848214285714286
passed,0.3169642857142857
passed,0.32142857142857145
passed,0.32589285714285715
passed,0.3392857142857143
passed,0.32142857142857145
passed,0.3392857142857143
passed,0.3392857142857143
passed,0.5580357142857143
passed,0.47767857142857145
passed,0.5580357142857143
passed,0.5580357142857143
passed,0.15178571428571427
passed,0.6651785714285714
passed,0.22321428571428573
passed,0.13839285714285715
passed,0.21428571428571427
passed,0.6785714285714286
passed,0.47767857142857145
passed,0.5580357142857143
passed,0.5580357142857143
passed,0.46875
passed,0.19196428571428573
passed,0.625
passed,0.13839285714285715
passed,0.21428571428571427
passed,0.6785714285714286
passed,0.20982142857142858
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.4008097165991903
failed,0.4251012145748988
failed,0.4008097165991903
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3684210526315789
failed,0.4008097165991903
failed,0.4008097165991903
failed,0.4251012145748988
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.4008097165991903
failed,0.4251012145748988
failed,0.4008097165991903
failed,0.4251012145748988
failed,0.4008097165991903
failed,0.4251012145748988
failed,0.3684210526315789
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.5851528384279476
failed,0.7510917030567685
failed,0.7467248908296943
failed,0.7467248908296943
failed,0.7467248908296943
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.7554585152838428
failed,0.7510917030567685
failed,0.7554585152838428
failed,0.7510917030567685
failed,0.7510917030567685
failed,0.7510917030567685
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.7510917030567685
failed,0.7510917030567685
failed,0.7510917030567685
failed,0.7467248908296943
failed,0.7467248908296943
failed,0.7467248908296943
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.5851528384279476
failed,0.7510917030567685
failed,0.7554585152838428
failed,0.7510917030567685
failed,0.7510917030567685
failed,0.38392857142857145
failed,0.14732142857142858
failed,0.14732142857142858
failed,0.14285714285714285
failed,0.14732142857142858
failed,0.38839285714285715
failed,0.38392857142857145
failed,0.29017857142857145
failed,0.38392857142857145
failed,0.14732142857142858
failed,0.14732142857142858
failed,0.14732142857142858
failed,0.14285714285714285
failed,0.14732142857142858
failed,0.14285714285714285
failed,0.38839285714285715
failed,0.38392857142857145
failed,0.29017857142857145
failed,0.38392857142857145
failed,0.14732142857142858
failed,0.14732142857142858
failed,0.14732142857142858
failed,0.14285714285714285
failed,0.14732142857142858
failed,0.14285714285714285
failed,0.38839285714285715
failed,0.29464285714285715
failed,0.38839285714285715
failed,0.29017857142857145
failed,0.38392857142857145
failed,0.29017857142857145
failed,0.14732142857142858
failed,0.14732142857142858
failed,0.14732142857142858
failed,0.14285714285714285
