group,f1
passed,0.6032388663967612
passed,0.6032388663967612
passed,0.7246963562753036
passed,0.6032388663967612
passed,0.6032388663967612
passed,0.6032388663967612
passed,0.7246963562753036
passed,0.7125506072874493
passed,0.7408906882591093
passed,0.6032388663967612
passed,0.6032388663967612
passed,0.6032388663967612
passed,0.6032388663967612
passed,0.7894736842105263
passed,0.6032388663967612
passed,0.7408906882591093
passed,0.7246963562753036
passed,0.7125506072874493
passed,0.7408906882591093
passed,0.7246963562753036
passed,0.659919028340081
passed,0.5789473684210527
passed,0.7246963562753036
passed,0.7246963562753036
passed,0.5789473684210527
passed,0.7246963562753036
passed,0.7125506072874493
passed,0.7408906882591093
passed,0.7408906882591093
passed,0.7449392712550607
passed,0.7408906882591093
passed,0.7246963562753036
passed,0.7246963562753036
passed,0.5789473684210527
passed,0.7246963562753036
passed,0.8864628820960698
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.34934497816593885
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.834061135371179
passed,0.7510917030567685
passed,0.611353711790393
passed,0.834061135371179
passed,0.7030567685589519
passed,0.611353711790393
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.8864628820960698
passed,0.834061135371179
passed,0.7030567685589519
passed,0.611353711790393
passed,0.7030567685589519
passed,0.40625
passed,0.40625
passed,0.5267857142857143
passed,0.40625
passed,0.41964285714285715
passed,0.6026785714285714
passed,0.5267857142857143
passed,0.6026785714285714
passed,0.41964285714285715
passed,0.5267857142857143
passed,0.40625
passed,0.41964285714285715
passed,0.5267857142857143
passed,0.5267857142857143
passed,0.41964285714285715
passed,0.6026785714285714
passed,0.6026785714285714
passed,0.6026785714285714
passed,0.6026785714285714
passed,0.35267857142857145
passed,0.14732142857142858
passed,0.22321428571428573
passed,0.35267857142857145
passed,0.34375
passed,0.22321428571428573
passed,0.6026785714285714
passed,0.6026785714285714
passed,0.6026785714285714
passed,0.6026785714285714
passed,0.34375
passed,0.6026785714285714
passed,0.35267857142857145
passed,0.34375
passed,0.22321428571428573
passed,0.34375
failed,0.40890688259109303
failed,0.40890688259109303
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.3684210526315789
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.40890688259109303
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.40890688259109303
failed,0.4008097165991903
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3603238866396761
failed,0.3684210526315789
failed,0.3603238866396761
failed,0.3603238866396761
failed,0.720524017467249
failed,0.8078602620087336
failed,0.8034934497816594
failed,0.9213973799126638
failed,0.8034934497816594
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.7554585152838428
failed,0.8733624454148472
failed,0.7554585152838428
failed,0.868995633187773
failed,0.7510917030567685
failed,0.868995633187773
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.8078602620087336
failed,0.925764192139738
failed,0.8078602620087336
failed,0.9213973799126638
failed,0.8034934497816594
failed,0.9213973799126638
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.720524017467249
failed,0.8733624454148472
failed,0.7554585152838428
failed,0.8733624454148472
failed,0.868995633187773
failed,0.65625
failed,0.1875
failed,0.18303571428571427
failed,0.29464285714285715
failed,0.18303571428571427
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.15625
failed,0.29464285714285715
failed,0.15625
failed,0.29464285714285715
failed,0.14732142857142858
failed,0.29464285714285715
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.1875
failed,0.30357142857142855
failed,0.1875
failed,0.29464285714285715
failed,0.18303571428571427
failed,0.29464285714285715
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.65625
failed,0.29464285714285715
failed,0.15625
failed,0.29464285714285715
failed,0.29464285714285715
